KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,60-80M,80-100M,100-125M,125-150M,150-200M,200M+,#1 Ally,Total KD Power,CH16,Lords,CH16 AP,Lords AP,CH16 KvK,CH25 KvK,Allies,Ally Lords,Unique Alliances in KD,1B+ Power,1B+ Ally Tags,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,40-60M
602,LENd,2544194285,88045863,3.46%,1646412822,7347048,2120370119,53,26847126,3,0,0,0,0,0,"2,654,769,457","3,837,351,520",307,345,"12,452,560","11,122,758",201,46,31,277,LENd,"2,654,769,457",LENd,"2,544,194,285","88,045,863","1,646,412,822","2,120,370,119","7,347,048",118,49,1,45
603,EOS!,2795252496,37818842,1.35%,1233386747,7929985,1990486857,67,26962737,0,0,0,0,0,0,"2,708,321,028","3,671,247,878",267,299,"13,699,295","12,278,421",162,63,22,240,EOS!,"2,708,321,028",EOS!,"2,795,252,496","37,818,842","1,233,386,747","1,990,486,857","7,929,985",73,73,4,218
604,TMNt,2243604269,46778964,2.08%,1369549424,11873422,1862756539,50,26363330,2,0,0,0,0,0,"2,393,235,834","3,501,466,668",325,357,"10,735,267","9,808,030",213,44,32,301,TMNt,"2,393,235,834",TMNt,"2,243,604,269","46,778,964","1,369,549,424","1,862,756,539","11,873,422",90,50,1,43
605,,796926065,5843506,0.73%,277806748,3082412,498010860,18,21655356,0,0,0,0,0,0,,"1,812,928,508",193,228,"9,327,680","7,951,441",65,10,28,157,,,,"796,926,065","5,843,506","277,806,748","498,010,860","3,082,412",59,16,0,2
606,,15083398,,0.00%,670274,13416,4769516,0,,0,0,0,0,0,0,,"381,137,297",77,101,"4,803,104","3,773,637",14,0,23,78,,,,"15,083,398",,"670,274","4,769,516","13,416",5,0,0,
607,,319885669,2007286,0.63%,52172468,861237,171140627,5,23707279,0,0,0,0,0,0,,"1,241,153,221",154,179,"7,992,625","6,933,817",65,3,19,148,,,,"319,885,669","2,007,286","52,172,468","171,140,627","861,237",52,4,0,53
608,,66726525,228692,0.34%,7878391,121704,27041829,0,,0,0,0,0,0,0,,"553,840,561",93,123,"5,831,458","4,502,769",22,0,26,97,,,,"66,726,525","228,692","7,878,391","27,041,829","121,704",14,0,0,101
609,,653465936,7042654,1.08%,228324171,951122,406623574,11,20459562,0,0,0,0,0,0,,"1,691,695,826",169,205,"9,917,911","8,252,175",46,0,25,119,,,,"653,465,936","7,042,654","228,324,171","406,623,574","951,122",76,7,0,24
610,RDs,1259355043,12987313,1.03%,430978968,3528889,832227335,19,22274645,0,0,0,0,0,0,"2,390,747,954","3,261,516,451",311,348,"10,428,447","9,372,174",190,16,25,268,RDs,"2,390,747,954",RDs,"1,259,355,043","12,987,313","430,978,968","832,227,335","3,528,889",142,20,0,1
611,SOV,2094666183,48221385,2.30%,1646293761,4871056,1739839825,55,28267357,1,0,0,0,0,0,"1,696,905,398","3,117,070,028",250,316,"12,330,054","9,864,146",131,48,35,230,SOV,"1,696,905,398",SOV,"2,094,666,183","48,221,385","1,646,293,761","1,739,839,825","4,871,056",55,56,5,57
612,,128878798,2191939,1.70%,16701328,39760,41785199,4,19307723,0,0,0,0,0,0,,"849,843,837",124,153,"6,738,195","5,554,535",27,1,34,110,,,,"128,878,798","2,191,939","16,701,328","41,785,199","39,760",26,2,0,25
613,,16434968,,0.00%,896703,62957,5209686,0,,0,0,0,0,0,0,,"273,149,274",62,96,"4,232,813","2,845,305",10,0,25,71,,,,"16,434,968",,"896,703","5,209,686","62,957",3,0,0,
614,SS',1541339924,20954625,1.36%,740965211,3493746,1093033845,25,26892811,0,0,0,0,0,0,"1,648,313,482","2,700,309,058",239,264,"11,220,436","10,228,443",122,23,30,183,SS',"1,648,313,482",SS',"1,541,339,924","20,954,625","740,965,211","1,093,033,845","3,493,746",88,29,1,12
615,,1136952311,17898848,1.57%,635997806,2705957,790958870,29,24367106,0,0,0,0,0,0,,"2,159,338,266",218,304,"9,779,270","7,103,086",90,21,40,214,,,,"1,136,952,311","17,898,848","635,997,806","790,958,870","2,705,957",68,22,1,8
616,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"276,044,453",61,90,"4,425,576","3,067,161",15,0,20,60,,,,,,,,,3,0,0,
617,,131346704,1002939,0.76%,36969624,622497,43007017,2,16931403,0,0,0,0,0,0,,"1,104,895,122",165,193,"6,624,015","5,724,845",0,0,34,125,,,,"131,346,704","1,002,939","36,969,624","43,007,017","622,497",30,0,0,61
618,,294062577,7152251,2.43%,88633412,636099,122807371,3,21522820,0,0,0,0,0,0,,"1,416,019,324",179,202,"7,882,488","7,009,997",0,0,29,150,,,,"294,062,577","7,152,251","88,633,412","122,807,371","636,099",49,2,0,15
619,#ERROR!,4277652132,512665332,11.98%,2510945286,9362010,3185469740,88,24692479,1,1,0,0,0,0,"2,667,429,092","6,366,706,106",576,636,"11,011,758","10,010,544",0,0,31,517,#ERROR!,"4,601,685,487",#ERROR!,"4,277,652,132","512,665,332","2,510,945,286","3,185,469,740","9,362,010",197,87,2,0
620,,250451550,790199,0.32%,56655964,620619,98887325,6,19618188,0,0,0,0,0,0,,"1,023,673,938",150,166,"6,788,950","6,166,710",0,0,26,125,,,,"250,451,550","790,199","56,655,964","98,887,325","620,619",31,3,0,125
621,,73177445,1984,0.00%,7589570,40671,18069167,2,20027297,0,0,0,0,0,0,,"464,155,116",81,117,"5,504,519","3,967,138",0,0,27,84,,,,"73,177,445","1,984","7,589,570","18,069,167","40,671",11,1,0,22
622,,16290419,,0.00%,5824135,32276,5292107,0,,0,0,0,0,0,0,,"491,480,216",103,120,"4,714,009","4,095,668",0,0,26,92,,,,"16,290,419",,"5,824,135","5,292,107","32,276",9,0,0,12
623,,340472444,23047135,6.77%,153571517,1199440,155213926,8,25347516,1,0,0,0,0,0,,"1,562,369,439",200,238,"7,723,583","6,564,577",0,0,34,163,,,,"340,472,444","23,047,135","153,571,517","155,213,926","1,199,440",52,3,0,22
624,IPAW,4303560665,755804498,17.56%,3563180413,21944555,3986760922,93,26842703,0,2,1,0,0,0,"4,179,433,063","6,569,787,994",561,619,"11,668,520","10,613,551",0,0,28,493,IPAW,"4,179,433,063",IPAW,"4,303,560,665","755,804,498","3,563,180,413","3,986,760,922","21,944,555",178,88,4,0
625,WiWi,829930713,137611331,16.58%,695563008,2207304,668916780,20,22977272,0,0,0,0,0,0,"1,393,759,310","2,342,162,164",247,290,"9,390,297","8,076,421",0,0,30,240,WiWi,"1,393,759,310",WiWi,"829,930,713","137,611,331","695,563,008","668,916,780","2,207,304",93,15,0,14
626,,17217781,746371,4.33%,9504133,59484,9597074,1,17217781,0,0,0,0,0,0,,"814,977,504",142,164,"5,665,047","4,969,375",0,0,28,133,,,,"17,217,781","746,371","9,504,133","9,597,074","59,484",14,0,0,98
627,-TPF,3035217151,481103276,15.85%,2340870817,11641687,2568877905,55,24718406,1,0,0,0,0,0,"3,382,173,815","5,521,328,237",525,585,"10,472,918","9,438,168",0,0,37,488,-TPF,"3,382,173,815",-TPF,"3,035,217,151","481,103,276","2,340,870,817","2,568,877,905","11,641,687",213,46,2,123
628,,334793715,30297494,9.05%,136771816,1629434,208852722,4,25784969,0,0,0,0,0,0,,"1,664,150,631",235,266,"7,052,823","6,256,205",0,0,30,177,,,,"334,793,715","30,297,494","136,771,816","208,852,722","1,629,434",57,2,0,8
629,,17927656,,0.00%,1371,,6512949,0,,0,0,0,0,0,0,,"383,146,952",82,109,"4,507,273","3,515,110",0,0,29,88,,,,"17,927,656",,"1,371","6,512,949",,3,0,0,
630,-TTT,2381319950,202147877,8.49%,1041175968,5142877,1457419749,49,23846617,0,1,0,0,0,0,"2,880,069,654","4,894,869,415",483,536,"10,089,825","9,132,219",0,0,37,441,-TTT,"2,880,069,654",-TTT,"2,381,319,950","202,147,877","1,041,175,968","1,457,419,749","5,142,877",184,35,1,11
631,LGX_,575765711,28394021,4.93%,183817475,933785,282595788,13,19825536,0,0,0,0,0,0,"1,203,122,843","2,195,291,398",241,267,"9,065,157","8,222,065",0,0,27,186,LGX_,"1,203,122,843",LGX_,"575,765,711","28,394,021","183,817,475","282,595,788","933,785",96,5,0,79
632,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"486,830,528",110,138,"4,307,914","3,527,757",0,0,23,94,,,,,,,,,2,0,0,39
633,,24532378,1102081,4.49%,7425312,269982,8022101,1,24532378,0,0,0,0,0,0,,"654,564,175",121,153,"5,253,462","4,278,197",70,1,37,115,,,,"24,532,378","1,102,081","7,425,312","8,022,101","269,982",12,1,0,13
634,T1-,2114576252,283534310,13.41%,1279969084,4270509,1522814215,47,27163382,2,0,1,0,0,0,"2,609,475,024","4,341,819,154",473,514,"9,144,688","8,447,119",393,44,30,413,T1-,"2,609,475,024",T1-,"2,114,576,252","283,534,310","1,279,969,084","1,522,814,215","4,270,509",149,28,2,0
635,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"532,325,279",116,141,"4,448,759","3,775,357",57,0,31,111,,,,,,,,,4,0,0,18
636,,51583536,4690468,9.09%,20061181,570499,44721968,0,,0,0,0,0,0,0,,"866,515,498",140,162,"6,124,923","5,348,861",87,0,31,134,,,,"51,583,536","4,690,468","20,061,181","44,721,968","570,499",21,0,0,44
637,-XX-,2695229447,227344390,8.44%,1098210688,5247203,1747629759,43,26927218,0,1,0,0,0,0,"3,430,921,606","5,588,008,492",524,582,"10,619,289","9,601,389",399,42,32,474,-XX-,"3,430,921,606",-XX-,"2,695,229,447","227,344,390","1,098,210,688","1,747,629,759","5,247,203",224,39,3,10
638,PHX~,1523766491,137087026,9.00%,707681655,3479854,937030842,36,23883401,0,1,0,0,0,0,"2,686,616,810","4,246,626,917",440,488,"9,602,635","8,702,104",360,34,41,370,PHX~,"2,686,616,810",PHX~,"1,523,766,491","137,087,026","707,681,655","937,030,842","3,479,854",158,27,0,43
639,,24690135,,0.00%,3446146,162,7593557,1,24690135,0,0,0,0,0,0,,"620,011,148",126,149,"4,817,725","4,161,149",61,0,33,121,,,,"24,690,135",,"3,446,146","7,593,557",162,5,1,0,42
640,BuRN,1699880267,162899949,9.58%,885265370,3116560,1062702927,31,28873773,0,2,0,0,0,0,"2,884,877,660","4,209,432,920",442,476,"9,494,725","8,843,346",363,30,36,376,BuRN,"2,884,877,660",BuRN,"1,699,880,267","162,899,949","885,265,370","1,062,702,927","3,116,560",158,18,4,5
641,KOTA,1486550944,55349954,3.72%,462504993,1426062,701863746,33,22873782,1,0,0,0,0,0,"2,627,661,072","4,230,768,611",452,499,"9,323,104","8,478,494",362,32,36,369,KOTA,"2,627,661,072",KOTA,"1,486,550,944","55,349,954","462,504,993","701,863,746","1,426,062",169,21,0,3
642,,16132160,5466,0.03%,2376712,17837,7314633,0,,0,0,0,0,0,0,,"543,620,251",120,144,"4,445,217","3,775,141",34,0,33,107,,,,"16,132,160","5,466","2,376,712","7,314,633","17,837",3,0,0,41
643,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"356,927,487",86,120,"3,960,326","2,974,396",29,0,35,88,,,,,,,,,1,0,0,
644,,17926931,,0.00%,184347,1703,3901778,1,17926931,0,0,0,0,0,0,,"691,477,373",134,160,"5,036,605","4,321,734",61,1,30,94,,,,"17,926,931",,"184,347","3,901,778","1,703",6,0,0,69
645,oG-I,841463477,79421446,9.44%,583348000,3100432,440600356,21,27205935,1,0,0,0,0,0,"1,612,927,449","3,694,172,668",431,469,"8,541,364","7,876,701",325,20,36,306,oG-I,"1,612,927,449",oG-I,"841,463,477","79,421,446","583,348,000","440,600,356","3,100,432",127,14,2,154
646,VRT,1626739930,131525910,8.09%,773657303,3808870,861745722,35,25050794,1,0,0,0,0,0,"2,972,617,405","4,487,442,476",490,535,"9,117,660","8,387,743",380,34,32,434,VRT,"2,972,617,405",VRT,"1,626,739,930","131,525,910","773,657,303","861,745,722","3,808,870",172,20,3,1
647,SxI,695483494,33211389,4.78%,294407532,1262211,326569919,15,23976798,0,1,0,0,0,0,"2,350,240,371","3,554,603,253",443,488,"7,976,517","7,284,023",330,15,35,370,SxI,"2,350,240,371",SxI,"695,483,494","33,211,389","294,407,532","326,569,919","1,262,211",136,6,0,122
648,,15496164,2003,0.01%,428284,,1938159,0,,0,0,0,0,0,0,,"528,259,783",128,163,"4,003,604","3,240,858",51,0,44,142,,,,"15,496,164","2,003","428,284","1,938,159",,1,0,0,60
649,ASV,2276456831,161909885,7.11%,1189531651,5339000,1268910510,48,28951544,2,2,1,0,0,0,"2,793,711,246","5,097,246,329",513,581,"9,871,815","8,773,229",396,48,42,446,"ASV,ASV2","4,248,878,195","ASV,ASV2","2,276,456,831","161,909,885","1,189,531,651","1,268,910,510","5,339,000",192,28,1,56
650,,31946154,492495,1.54%,13629827,57730,12178198,0,,0,0,0,0,0,0,,"613,998,347",143,173,"4,125,598","3,549,123",52,0,31,131,,,,"31,946,154","492,495","13,629,827","12,178,198","57,730",4,0,0,21
651,L651,759864300,22574113,2.97%,246786876,1288788,332184330,17,21939377,0,0,0,0,0,0,"2,380,881,143","3,518,231,545",421,464,"8,314,706","7,582,396",293,17,40,377,L651,"2,380,881,143",L651,"759,864,300","22,574,113","246,786,876","332,184,330","1,288,788",133,13,0,138
652,-WOL,120735523,2027145,1.68%,42150630,358248,53546982,3,16943543,0,0,0,0,0,0,"1,348,498,384","2,082,583,370",337,378,"6,107,845","5,509,480",241,3,41,284,-WOL,"1,348,498,384",-WOL,"120,735,523","2,027,145","42,150,630","53,546,982","358,248",40,1,0,40
653,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"714,594,932",167,230,"4,093,613","3,106,934",55,0,46,193,,,,,,,,,1,0,0,57
654,SZM,881426086,13733462,1.56%,274057046,1090297,319146779,23,21229465,0,0,0,0,0,0,"1,132,191,393","3,392,262,114",454,526,"7,383,635","6,449,168",319,22,44,380,SZM,"1,132,191,393",SZM,"881,426,086","13,733,462","274,057,046","319,146,779","1,090,297",118,14,0,51
655,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"726,040,276",173,214,"4,076,905","3,392,712",34,0,40,146,,,,,,,,,2,0,0,7
656,,19442045,,0.00%,819346,11970,2168737,1,19442045,0,0,0,0,0,0,,"979,799,395",233,285,"4,087,091","3,437,893",83,0,51,210,,,,"19,442,045",,"819,346","2,168,737","11,970",3,0,0,28
657,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"1,130,623,767",253,303,"4,311,703","3,731,432",93,0,44,255,,,,,,,,,8,0,0,24
658,VlMl,708152184,8452158,1.19%,277069464,1217366,221964478,15,27238440,0,0,0,0,0,0,"2,359,742,564","3,597,180,592",481,562,"7,392,934","6,400,677",340,14,52,442,VlMl,"2,359,742,564",VlMl,"708,152,184","8,452,158","277,069,464","221,964,478","1,217,366",127,5,4,24
659,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"981,529,159",229,294,"4,103,178","3,338,535",84,0,49,222,,,,,,,,,0,0,0,91
660,UHBD,393173504,1308425,0.33%,79488089,581242,82894121,9,26712464,1,0,0,0,0,0,"1,991,104,864","3,974,254,181",582,665,"6,744,045","5,976,322",449,9,42,582,"UHBD,UHVD","3,103,797,627","UHBD,UHVD","393,173,504","1,308,425","79,488,089","82,894,121","581,242",105,4,1,12
661,,60768142,1234128,2.03%,7028116,66046,14330920,2,22693914,0,0,0,0,0,0,,"766,065,445",167,241,"4,354,854","3,178,695",0,0,46,138,,,,"60,768,142","1,234,128","7,028,116","14,330,920","66,046",7,1,0,3
662,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"634,183,838",187,244,"3,204,592","2,599,114",0,0,39,149,,,,,,,,,1,0,0,22
663,,15033057,159359,1.06%,839362,,1291950,1,15033057,0,0,0,0,0,0,,"540,570,537",139,214,"3,530,361","2,526,031",0,0,48,155,,,,"15,033,057","159,359","839,362","1,291,950",,2,0,0,43
664,,,,#DIV/0!,,,,2,11716070,0,0,0,0,0,0,,"689,184,530",168,240,"3,832,812","2,871,602",0,0,47,160,,,,,,,,,4,0,0,16
665,TDWC,176389323,5987507,3.39%,35260612,202043,35643160,9,21224191,0,0,0,0,0,0,"1,324,541,395","2,494,335,203",460,592,"5,251,792","4,213,404",0,0,55,476,TDWC,"1,324,541,395",TDWC,"176,389,323","5,987,507","35,260,612","35,643,160","202,043",26,4,0,50
666,NWT_,310363045,15357462,4.95%,91573864,282066,77550687,12,21743190,0,0,0,0,0,0,"1,721,667,904","2,975,745,586",572,695,"5,096,933","4,281,648",0,0,53,559,NWT_,"1,721,667,904",NWT_,"310,363,045","15,357,462","91,573,864","77,550,687","282,066",76,5,0,51
667,,,,#DIV/0!,,,,2,12189587,0,0,0,0,0,0,,"792,888,501",221,315,"3,230,104","2,517,106",0,0,61,219,,,,,,,,,2,0,0,16
668,NTRG,83663041,4907394,5.87%,21224111,140362,20734715,4,20173312,0,0,0,0,0,0,"1,315,217,838","2,115,189,412",418,534,"4,869,142","3,961,029",0,0,53,436,NTRG,"1,315,217,838",NTRG,"83,663,041","4,907,394","21,224,111","20,734,715","140,362",25,2,0,81
669,`FOX,135285368,6897818,5.10%,32929914,280732,39346992,6,19937304,0,0,0,0,0,0,"1,641,353,433","2,719,181,932",506,595,"5,268,240","4,570,054",0,0,53,477,`FOX,"1,641,353,433",`FOX,"135,285,368","6,897,818","32,929,914","39,346,992","280,732",40,2,0,34
670,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"800,834,972",225,320,"3,273,796","2,502,609",0,0,62,224,,,,,,,,,0,0,0,41
671,PLAC,524282167,19345937,3.69%,120000064,853708,94577647,18,28274458,2,1,0,0,0,0,"1,825,170,963","2,849,389,023",486,633,"5,689,378","4,501,404",0,0,68,525,PLAC,"1,825,170,963",PLAC,"524,282,167","19,345,937","120,000,064","94,577,647","853,708",55,6,0,99
672,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"831,760,503",235,345,"3,214,675","2,410,900",0,0,54,261,,,,,,,,,0,0,0,25
673,AMG-,232675824,9405097,4.04%,51976089,740587,47837976,11,22224692,0,0,0,0,0,0,"1,367,473,747","2,591,194,025",468,574,"5,408,022","4,514,275",0,0,49,466,AMG-,"1,367,473,747",AMG-,"232,675,824","9,405,097","51,976,089","47,837,976","740,587",38,5,1,45
674,,43914288,5522878,12.58%,27036423,172430,20235609,2,20870593,0,0,0,0,0,0,,"1,441,820,031",325,451,"4,209,646","3,196,940",0,0,46,368,,,,"43,914,288","5,522,878","27,036,423","20,235,609","172,430",13,1,0,68
675,,97497309,2430050,2.49%,11259694,226163,18523995,5,21537212,0,0,0,0,0,0,,"1,559,014,311",336,451,"4,427,469","3,456,794",0,0,52,350,,,,"97,497,309","2,430,050","11,259,694","18,523,995","226,163",12,0,1,22
676,,96752679,4238654,4.38%,17511391,20970,33531137,4,20318400,0,0,0,0,0,0,,"1,396,670,208",301,398,"4,410,385","3,509,222",0,0,41,314,,,,"96,752,679","4,238,654","17,511,391","33,531,137","20,970",16,2,0,55
677,,37831389,3503112,9.26%,13109715,422695,6963491,1,22131535,0,0,0,0,0,0,,"1,649,637,267",389,504,"4,050,947","3,273,090",0,0,57,403,,,,"37,831,389","3,503,112","13,109,715","6,963,491","422,695",13,1,0,75
678,SoW,216066448,10666196,4.94%,41561236,599435,23103942,9,23812103,0,1,0,0,0,0,"1,195,763,987","1,986,881,597",414,538,"4,602,021","3,693,088",0,0,59,412,SoW,"1,195,763,987",SoW,"216,066,448","10,666,196","41,561,236","23,103,942","599,435",18,2,0,5
679,TN-D,68549778,884512,1.29%,4302762,62573,8422597,5,18378635,0,0,0,0,0,0,"1,049,820,666","1,835,157,372",425,566,"4,067,444","3,242,328",0,0,61,483,TN-D,"1,049,820,666",TN-D,"68,549,778","884,512","4,302,762","8,422,597","62,573",14,1,0,32
680,JDG1,109182942,2263304,2.07%,16387578,99250,13572106,3,36394314,1,0,0,0,0,0,"1,071,683,134","1,837,684,702",410,556,"4,239,785","3,305,188",0,0,59,450,JDG1,"1,071,683,134",JDG1,"109,182,942","2,263,304","16,387,578","13,572,106","99,250",16,1,0,57
681,,42436082,6358364,14.98%,39254330,194931,17830715,2,18322995,0,0,0,0,0,0,,"1,483,613,801",371,525,"3,704,567","2,825,931",0,0,66,438,,,,"42,436,082","6,358,364","39,254,330","17,830,715","194,931",3,1,0,3
682,,19365316,1182340,6.11%,5637799,75649,4595609,3,13235330,0,0,0,0,0,0,,"1,350,979,451",373,493,"3,398,739","2,740,323",0,0,67,361,,,,"19,365,316","1,182,340","5,637,799","4,595,609","75,649",4,0,0,15
683,,63712086,3198377,5.02%,16145607,305005,8825835,4,18310850,0,0,0,0,0,0,,"1,487,135,832",399,553,"3,450,043","2,689,215",0,0,72,446,,,,"63,712,086","3,198,377","16,145,607","8,825,835","305,005",4,1,0,13
684,,99202982,1212591,1.22%,8862211,12129,15039393,4,24800746,0,0,0,0,0,0,,"1,691,713,400",420,611,"3,670,687","2,768,762",0,0,76,512,,,,"99,202,982","1,212,591","8,862,211","15,039,393","12,129",7,2,0,5
685,,91974843,3007262,3.27%,29684836,14428,21165057,5,17755762,0,0,0,0,0,0,,"1,971,649,326",536,736,"3,423,845","2,678,871",0,0,81,598,,,,"91,974,843","3,007,262","29,684,836","21,165,057","14,428",6,2,0,22
686,,100345969,3168162,3.16%,26961996,51760,16434034,3,28077112,0,0,0,0,0,0,,"1,909,614,295",510,724,"3,460,391","2,637,589",0,0,79,584,,,,"100,345,969","3,168,162","26,961,996","16,434,034","51,760",6,2,0,32
687,,25114974,302480,1.20%,4098109,736,2091424,4,14571976,0,0,0,0,0,0,,"1,815,425,210",514,744,"3,188,524","2,440,088",0,0,86,639,,,,"25,114,974","302,480","4,098,109","2,091,424",736,7,1,0,55
688,,15648647,1369959,8.75%,9994039,818,4431755,2,12671299,0,0,0,0,0,0,,"1,606,213,966",476,687,"3,050,650","2,338,012",0,0,74,559,,,,"15,648,647","1,369,959","9,994,039","4,431,755",818,6,0,0,5
689,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"40,015",0,8,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
690,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"45,015",0,9,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
691,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"40,010",0,8,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
692,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"15,000",0,3,,"5,000",0,0,0,0,,,,,,,,,0,0,0,
693,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"30,015",0,6,,"5,003",0,0,0,0,,,,,,,,,0,0,0,
694,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"40,015",0,8,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
695,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"40,005",0,8,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
696,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"40,015",0,8,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
697,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"20,005",0,4,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
698,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"35,015",0,7,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
699,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"55,025",0,11,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
700,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"35,020",0,7,,"5,003",0,0,0,0,,,,,,,,,0,0,0,
701,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"45,035",0,9,,"5,004",0,0,0,0,,,,,,,,,0,0,0,
702,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"30,005",0,6,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
703,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"55,025",0,11,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
704,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"30,020",0,6,,"5,003",0,0,0,0,,,,,,,,,0,0,0,
705,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"35,015",0,7,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
706,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"35,005",0,7,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
707,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"25,010",0,5,,"5,002",0,0,0,0,,,,,,,,,0,0,0,
708,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"43,065",0,9,,"4,785",0,0,0,0,,,,,,,,,0,0,0,
709,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"28,710",0,6,,"4,785",0,0,0,0,,,,,,,,,0,0,0,
710,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"40,010",0,8,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
711,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"25,005",0,5,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
712,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"55,015",0,11,,"5,001",0,0,0,0,,,,,,,,,0,0,0,
713,,,,#DIV/0!,,,,0,,0,0,0,0,0,0,,"47,850",0,10,,"4,785",0,0,0,0,,,,,,,,,0,0,0,
