KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,,
680,JDG1,3051843472,340793758,11.17%,2682884937,16389620,4208766886,78,26635490,"4,332,447,315",0,0,0,0,0,5,0,0,0,0,0,0,0,383,"11,216,039",605,"7,161,070",0,0,31,323,"1,811,886,118",JDG1,"1,811,886,118",JDG1,"3,051,843,472","340,793,758","2,682,884,937","4,208,766,886","16,389,620",63,89,1
681,X-BL,4192466637,338406568,8.07%,2334946734,17896252,4616910336,70,24627730,"5,815,549,416",0,0,0,0,0,3,0,0,0,0,0,0,0,430,"13,446,550",604,"9,628,393",0,0,31,432,"3,387,460,667","X-BL,XBL2","4,599,683,365","X-BL,XBL2","4,192,466,637","338,406,568","2,334,946,734","4,616,910,336","17,896,252",161,106,0
682,,153419760,141483,0.09%,77969471,491437,102517053,3,25995323,"492,940,010",0,0,0,0,0,0,0,0,0,0,0,0,0,72,"6,380,602",606,"813,432",0,0,42,165,,,,,"153,419,760","141,483","77,969,471","102,517,053","491,437",10,5,0
683,,25321426,112682,0.45%,1216635,24662,3737342,1,25321426,"413,946,677",0,0,0,0,0,0,0,0,0,0,0,0,0,69,"5,478,622",601,"688,763",0,0,36,113,,,,,"25,321,426","112,682","1,216,635","3,737,342","24,662",8,1,0
684,,149826986,609297,0.41%,38772665,295326,83100832,3,19754635,"670,194,580",0,0,0,0,0,0,0,0,0,0,0,0,0,88,"7,258,992",603,"1,111,434",0,0,33,138,,,,,"149,826,986","609,297","38,772,665","83,100,832","295,326",20,1,0
685,,142314057,7111666,5.00%,63570121,1922558,131232829,2,20889595,"709,274,444",0,0,0,0,0,0,0,0,0,0,0,0,0,104,"6,484,804",602,"1,178,197",0,0,38,147,,,,,"142,314,057","7,111,666","63,570,121","131,232,829","1,922,558",20,2,0
686,,76945216,939,0.00%,6919549,39361,43580201,2,28972964,"518,182,770",0,0,0,0,0,0,0,0,0,0,0,0,0,92,"5,266,214",602,"860,769",0,0,45,150,,,,,"76,945,216",939,"6,919,549","43,580,201","39,361",12,2,0
687,W~AR,4806299623,635936269,13.23%,4542354910,21840025,6321305835,113,26883519,"6,692,358,197",1,1,0,0,0,9,2,2,1,1,0,0,1,485,"13,730,466",603,"11,098,438",0,0,41,477,"4,294,383,263","W~AR,RoV-","5,308,987,807","W~AR,RoV-","4,806,299,623","635,936,269","4,542,354,910","6,321,305,835","21,840,025",144,135,2
688,,73139448,359501,0.49%,8337245,398046,29780632,0,,"449,539,939",0,0,0,0,0,0,0,0,0,0,0,0,0,70,"6,086,541",602,"746,744",0,0,31,105,,,,,"73,139,448","359,501","8,337,245","29,780,632","398,046",14,0,0
689,BKH,3319109510,189918609,5.72%,2525885348,11701024,3275936754,61,25737692,"5,548,617,240",0,0,0,0,0,3,0,0,0,0,0,0,1,479,"11,506,195",603,"9,201,687",316,49,49,440,"3,522,702,718",BKH,"3,522,702,718",BKH,"3,319,109,510","189,918,609","2,525,885,348","3,275,936,754","11,701,024",185,69,3
690,,38044907,60099,0.16%,12581435,160035,29123331,1,20291275,"426,213,966",0,0,0,0,0,0,0,0,0,0,0,0,0,79,"5,117,524",604,"705,652",25,0,33,119,,,,,"38,044,907","60,099","12,581,435","29,123,331","160,035",11,1,0
691,o_o;,5519947753,328197549,5.95%,4947515924,18371973,6639265418,120,26948671,"7,532,310,194",0,0,0,0,0,5,0,0,0,0,0,0,1,586,"12,829,184",600,"12,553,850",445,117,23,531,"4,632,366,854",o_o;,"4,632,366,854",o_o;,"5,519,947,753","328,197,549","4,947,515,924","6,639,265,418","18,371,973",136,157,5
692,`FOX,7203646939,294610517,4.09%,6735509041,23191487,8216387054,192,30188774,"8,525,416,097",5,2,0,0,0,1,0,0,0,0,0,0,6,504,"16,857,361",600,"14,209,027",384,175,40,473,"5,364,777,663",`FOX,"5,364,777,663",`FOX,"7,203,646,939","294,610,517","6,735,509,041","8,216,387,054","23,191,487",70,209,8
693,,72587057,43457,0.06%,4509543,139232,37376331,1,20594369,"390,775,575",0,0,0,0,0,0,0,0,0,0,0,0,0,76,"4,750,522",600,"651,293",23,1,34,117,,,,,"72,587,057","43,457","4,509,543","37,376,331","139,232",7,1,0
694,,73116317,9605,0.01%,20293602,14692,34536121,0,,"580,330,144",0,0,0,0,0,0,0,0,0,0,0,0,0,101,"5,478,279",605,"959,223",24,0,35,142,,,,,"73,116,317","9,605","20,293,602","34,536,121","14,692",14,0,0
695,,73458783,141158,0.19%,5423230,147275,19663212,2,20947430,"416,984,148",0,0,0,0,0,0,0,0,0,0,0,0,0,64,"6,216,744",608,"685,829",12,1,29,105,,,,,"73,458,783","141,158","5,423,230","19,663,212","147,275",7,2,0
696,~UR~,697390394,12032733,1.73%,372631097,2528747,464612088,10,26230620,"1,872,537,747",0,0,0,0,0,0,0,0,0,0,0,0,0,186,"9,935,265",602,"3,110,528",110,10,26,226,"1,255,179,965",~UR~,"1,255,179,965",~UR~,"697,390,394","12,032,733","372,631,097","464,612,088","2,528,747",75,10,1
697,,18238933,,0.00%,28012,3118,4206023,0,,"384,614,802",0,0,0,0,0,0,0,0,0,0,0,0,0,70,"5,162,686",600,"641,025",17,0,35,87,,,,,"18,238,933",,"28,012","4,206,023","3,118",5,0,0
698,98HH,6196912607,412224650,6.65%,6290706653,14068782,6978763931,158,30578668,"8,093,995,235",3,0,0,0,0,10,0,0,0,0,0,0,8,598,"13,530,346",604,"13,400,654",439,143,25,501,"5,090,003,072",98HH,"5,090,003,072",98HH,"6,196,912,607","412,224,650","6,290,706,653","6,978,763,931","14,068,782",79,156,15
699,,15648955,,0.00%,6808666,72255,3947234,2,14976113,"664,580,285",0,0,0,0,0,0,0,0,0,0,0,0,0,106,"6,036,659",601,"1,105,791",17,0,40,173,,,,,"15,648,955",,"6,808,666","3,947,234","72,255",18,0,0
700,~FA,2757070141,167462406,6.07%,2274660709,9361782,2943688443,61,25573073,"4,301,176,134",0,0,0,0,0,2,0,0,0,0,0,0,0,353,"12,095,501",604,"7,121,153",254,57,36,385,"3,168,903,670",~FA,"3,168,903,670",~FA,"2,757,070,141","167,462,406","2,274,660,709","2,943,688,443","9,361,782",102,73,3
701,H0N,5423035063,66552377,1.23%,5327416640,22099923,5762190081,124,29397956,"6,801,208,921",0,0,0,0,0,0,0,0,0,0,0,0,3,518,"13,069,793",600,"11,335,348",362,115,33,487,"5,029,599,604",H0N,"5,029,599,604",H0N,"5,423,035,063","66,552,377","5,327,416,640","5,762,190,081","22,099,923",114,127,14
702,,448788075,6929036,1.54%,166395373,1413868,193618681,9,23880711,"1,652,999,259",0,0,0,0,0,0,0,0,0,0,0,0,0,191,"8,520,625",603,"2,741,292",59,5,39,178,,,,,"448,788,075","6,929,036","166,395,373","193,618,681","1,413,868",57,6,0
703,,16431926,,0.00%,2059,,4688963,0,,"484,073,541",0,0,0,0,0,0,0,0,0,0,0,0,0,92,"5,073,312",603,"802,775",23,0,37,112,,,,,"16,431,926",,"2,059","4,688,963",,8,0,0
704,Defy,4886310876,43547540,0.89%,3034707769,14246839,4220549903,90,27278761,"6,742,156,221",1,0,0,0,0,0,0,0,0,0,0,0,3,502,"13,361,207",603,"11,181,022",336,85,42,466,"3,803,082,463","Defy,EvL!","5,466,578,714","Defy,EvL!","4,886,310,876","43,547,540","3,034,707,769","4,220,549,903","14,246,839",191,103,5
705,,32860541,,0.00%,7435411,61243,10158016,1,16470534,"576,803,057",0,0,0,0,0,0,0,0,0,0,0,0,0,101,"5,532,991",603,"956,556",20,0,34,99,,,,,"32,860,541",,"7,435,411","10,158,016","61,243",11,0,0
706,,399197077,10836536,2.71%,129283195,1500367,228449575,7,20713189,"1,306,045,390",0,0,0,0,0,0,0,0,0,0,0,0,0,182,"7,090,918",603,"2,165,913",33,1,38,179,,,,,"399,197,077","10,836,536","129,283,195","228,449,575","1,500,367",44,3,0
707,T/L,302295877,12250516,4.05%,97354088,1063645,155805063,3,22641521,"1,561,604,374",0,0,0,0,0,0,0,0,0,0,0,0,0,188,"8,131,611",601,"2,598,343",64,0,45,198,"1,191,947,018",T/L,"1,191,947,018",T/L,"302,295,877","12,250,516","97,354,088","155,805,063","1,063,645",66,2,0
708,BxS-,5578389694,109309573,1.96%,5552580648,14916674,5660106539,125,28332118,"7,060,234,300",2,1,0,0,0,1,0,0,0,0,0,0,5,540,"13,013,033",605,"11,669,809",375,108,44,513,"4,656,709,602",BxS-,"4,656,709,602",BxS-,"5,578,389,694","109,309,573","5,552,580,648","5,660,106,539","14,916,674",126,134,8
709,,107718609,1443907,1.34%,122487478,1149015,143350411,0,,"978,516,088",0,0,0,0,0,0,0,0,0,0,0,0,0,157,"6,007,272",604,"1,620,060",46,0,42,167,,,,,"107,718,609","1,443,907","122,487,478","143,350,411","1,149,015",27,2,0
710,,176443317,3042142,1.72%,58513859,272059,138093121,1,18020039,"1,243,413,882",0,0,0,0,0,0,0,0,0,0,0,0,0,181,"6,745,416",602,"2,065,472",54,0,40,137,,,,,"176,443,317","3,042,142","58,513,859","138,093,121","272,059",44,2,0
711,,55235079,96447,0.17%,44720414,173253,33590886,2,20041010,"822,596,039",0,0,0,0,0,0,0,0,0,0,0,0,0,139,"5,735,346",603,"1,364,173",31,1,32,143,,,,,"55,235,079","96,447","44,720,414","33,590,886","173,253",24,1,0
712,,,,#DIV/0!,,,,0,,"592,247,053",0,0,0,0,0,0,0,0,0,0,0,0,0,111,"5,093,091",601,"985,436",20,0,28,113,,,,,,,,,,8,0,0
713,`RVL,3078179583,328805527,10.68%,1846918049,9273772,2705585357,47,20943679,"5,709,638,916",0,0,0,0,0,2,1,0,0,0,0,0,0,545,"10,410,877",604,"9,453,045",0,0,38,474,"3,328,909,096",`RVL,"3,328,909,096",`RVL,"3,078,179,583","328,805,527","1,846,918,049","2,705,585,357","9,273,772",245,36,1
714,ASH~,5129156304,952161002,18.56%,6325147741,21149687,5530714124,117,30101026,"6,262,847,687",2,1,1,0,0,31,2,1,0,0,0,0,9,481,"12,918,457",605,"10,351,814",0,0,44,513,"5,081,933,880",ASH~,"5,081,933,880",ASH~,"5,129,156,304","952,161,002","6,325,147,741","5,530,714,124","21,149,687",86,113,7
715,-SK,2779257467,321177107,11.56%,1266732659,6846741,2142742385,44,22315340,"5,244,025,365",0,0,0,0,0,2,0,0,0,0,0,0,0,479,"10,860,186",602,"8,711,006",0,0,36,429,"3,299,884,931",-SK,"3,299,884,931",-SK,"2,779,257,467","321,177,107","1,266,732,659","2,142,742,385","6,846,741",212,42,0
716,,83786286,2173384,2.59%,28321393,138521,38155432,3,17147773,"802,439,570",0,0,0,0,0,0,0,0,0,0,0,0,0,134,"5,835,711",603,"1,330,746",0,0,30,129,,,,,"83,786,286","2,173,384","28,321,393","38,155,432","138,521",17,0,0
717,,319614490,12903202,4.04%,132731526,749769,193653879,5,20000119,"1,590,830,813",0,0,0,0,0,0,0,0,0,0,0,0,0,203,"7,630,364",603,"2,638,194",0,0,43,198,,,,,"319,614,490","12,903,202","132,731,526","193,653,879","749,769",58,4,0
718,Kilz,381636935,13783671,3.61%,84923944,1350224,202972585,8,20690653,"1,524,680,855",0,0,0,0,0,0,0,0,0,0,0,0,0,178,"8,444,830",603,"2,528,492",0,0,31,178,"1,064,908,658",Kilz,"1,064,908,658",Kilz,"381,636,935","13,783,671","84,923,944","202,972,585","1,350,224",66,4,0
719,~war,4813423110,610457283,12.68%,3380149558,17309525,4139271915,115,27287721,"6,387,382,639",3,1,0,0,0,9,0,0,0,0,0,0,4,483,"13,168,159",599,"10,663,410",0,0,31,403,"4,200,810,946",~war,"4,200,810,946",~war,"4,813,423,110","610,457,283","3,380,149,558","4,139,271,915","17,309,525",113,128,4
720,,231058389,9785542,4.24%,82560454,698269,172166539,6,21824191,"877,740,694",0,0,0,0,0,0,0,0,0,0,0,0,0,126,"6,710,930",603,"1,455,623",0,0,42,153,,,,,"231,058,389","9,785,542","82,560,454","172,166,539","698,269",26,3,0
721,DIRE,2510028783,314000714,12.51%,1707546581,10951309,2450652924,45,22738271,"4,084,913,961",0,0,0,0,0,5,0,0,0,0,0,0,0,362,"11,198,145",603,"6,774,318",0,0,31,299,"2,433,933,652",DIRE,"2,433,933,652",DIRE,"2,510,028,783","314,000,714","1,707,546,581","2,450,652,924","10,951,309",144,40,1
722,,49816837,13769316,27.64%,72601147,205420,92906809,0,,"631,476,244",0,0,0,0,0,1,0,0,0,0,0,0,0,127,"4,770,543",603,"1,047,224",0,0,43,104,,,,,"49,816,837","13,769,316","72,601,147","92,906,809","205,420",9,0,0
723,,51357580,1869989,3.64%,44382358,96969,32551792,0,,"739,451,839",0,0,0,0,0,0,0,0,0,0,0,0,0,141,"5,093,047",605,"1,222,234",0,0,29,112,,,,,"51,357,580","1,869,989","44,382,358","32,551,792","96,969",18,0,0
724,,391617550,22460306,5.74%,149949319,1688703,230864289,9,20804292,"1,647,808,644",0,0,0,0,0,0,0,0,0,0,0,0,0,214,"7,545,815",605,"2,723,651",0,0,34,193,,,,,"391,617,550","22,460,306","149,949,319","230,864,289","1,688,703",62,4,0
725,OLN,2342602203,324096550,13.83%,2044087584,5237209,2337855041,46,21978293,"4,955,903,320",0,0,0,0,0,3,0,0,0,0,0,0,1,499,"9,852,094",606,"8,178,058",361,44,39,405,"2,584,927,187",OLN,"2,584,927,187",OLN,"2,342,602,203","324,096,550","2,044,087,584","2,337,855,041","5,237,209",199,28,0
726,,101108089,3791552,3.75%,59524000,245939,75248879,0,,"1,008,488,615",0,0,0,0,0,0,0,0,0,0,0,0,0,163,"6,076,255",602,"1,675,230",93,0,29,169,,,,,"101,108,089","3,791,552","59,524,000","75,248,879","245,939",20,1,0
727,ETD,2765261285,378372398,13.68%,2556185576,6326144,2648977140,53,26370392,"5,457,843,200",1,0,0,0,0,5,1,0,0,0,0,0,4,499,"10,893,193",606,"9,006,342",386,51,42,416,"3,170,660,597",ETD,"3,170,660,597",ETD,"2,765,261,285","378,372,398","2,556,185,576","2,648,977,140","6,326,144",195,41,0
728,DoW~,1481907409,145697569,9.83%,843302606,4885685,1266051148,24,24841028,"4,609,674,215",1,1,0,0,0,1,0,0,0,0,0,0,1,481,"9,495,529",602,"7,657,266",351,22,41,438,"2,776,869,601",DoW~,"2,776,869,601",DoW~,"1,481,907,409","145,697,569","843,302,606","1,266,051,148","4,885,685",194,15,0
729,CoC~,1067931515,67160229,6.29%,597566794,1040835,665739931,15,23328484,"3,488,834,904",0,0,0,0,0,1,0,0,0,0,0,0,1,402,"8,609,390",604,"5,776,217",274,12,44,309,"1,240,042,501",CoC~,"1,240,042,501",CoC~,"1,067,931,515","67,160,229","597,566,794","665,739,931","1,040,835",142,8,0
730,,,,#DIV/0!,,,,0,,"419,682,098",0,0,0,0,0,0,0,0,0,0,0,0,0,92,"4,076,304",604,"694,838",29,0,34,116,,,,,,,,,,2,0,0
731,,,,#DIV/0!,,,,0,,"546,323,777",0,0,0,0,0,0,0,0,0,0,0,0,0,120,"4,337,438",603,"906,010",49,0,40,129,,,,,,,,,,6,0,0
732,,102536818,1000279,0.98%,37609099,944117,58299621,4,16066297,"1,225,837,366",0,0,0,0,0,0,0,0,0,0,0,0,0,181,"6,554,344",604,"2,029,532",97,3,48,216,,,,,"102,536,818","1,000,279","37,609,099","58,299,621","944,117",36,0,0
733,FML-,583737872,31239519,5.35%,296500090,985832,396451079,8,20787638,"3,000,203,675",0,0,0,0,0,0,0,0,0,0,0,0,0,378,"7,836,771",603,"4,975,462",254,8,32,340,"2,185,221,474",FML-,"2,185,221,474",FML-,"583,737,872","31,239,519","296,500,090","396,451,079","985,832",114,5,0
734,HIO,1443881054,166264441,11.52%,1070293656,3001937,1171907230,23,24968602,"3,834,861,843",0,0,0,0,0,2,0,0,0,0,0,0,1,423,"8,967,873",602,"6,370,202",321,23,50,424,"2,750,636,725",HIO,"2,750,636,725",HIO,"1,443,881,054","166,264,441","1,070,293,656","1,171,907,230","3,001,937",150,21,1
735,-SUN,2361435479,298199048,12.63%,2218803697,6381072,2423759317,43,24941239,"5,346,354,868",0,0,0,0,0,5,0,0,0,0,0,0,2,523,"10,170,563",603,"8,866,260",405,40,50,432,"2,991,932,664",-SUN,"2,991,932,664",-SUN,"2,361,435,479","298,199,048","2,218,803,697","2,423,759,317","6,381,072",216,31,2
736,,40304564,298479,0.74%,1762611,3670,8185161,2,20152282,"859,651,150",0,0,0,0,0,0,0,0,0,0,0,0,0,161,"5,097,535",608,"1,413,900",62,1,42,163,,,,,"40,304,564","298,479","1,762,611","8,185,161","3,670",12,1,0
737,`RoM,606135273,48894030,8.07%,477064810,1956469,469229857,7,24265818,"2,525,508,788",0,0,0,0,0,0,0,0,0,0,0,0,0,321,"7,760,129",604,"4,181,306",210,6,35,283,"1,699,072,285",`RoM,"1,699,072,285",`RoM,"606,135,273","48,894,030","477,064,810","469,229,857","1,956,469",84,7,0
738,~NFL,657937863,50290921,7.64%,525523982,1178888,572803524,7,30008036,"2,374,576,166",0,0,0,0,0,0,0,0,0,0,0,0,0,299,"7,839,142",602,"3,944,479",181,7,42,254,"1,426,120,336",~NFL,"1,426,120,336",~NFL,"657,937,863","50,290,921","525,523,982","572,803,524","1,178,888",78,7,3
739,-CV,900492603,52846028,5.87%,584513471,1176354,593604856,19,25175911,"3,140,627,240",0,0,0,0,0,0,0,0,0,0,0,0,0,394,"7,867,164",601,"5,225,669",241,18,48,406,"2,229,005,073",-CV,"2,229,005,073",-CV,"900,492,603","52,846,028","584,513,471","593,604,856","1,176,354",105,13,1
740,#TDE,461041590,39749842,8.62%,451785718,1509054,367225365,7,35553303,"2,416,487,265",1,0,0,0,0,0,0,0,0,0,0,0,2,305,"7,799,879",601,"4,020,777",206,7,40,291,"1,667,539,478",#TDE,"1,667,539,478",#TDE,"461,041,590","39,749,842","451,785,718","367,225,365","1,509,054",79,2,0
741,~SOK,299409669,14017919,4.68%,320598005,533731,218987577,9,20707033,"1,975,359,289",0,0,0,0,0,0,0,0,0,0,0,0,0,284,"6,828,894",604,"3,270,462",164,8,42,273,"1,341,431,433",~SOK,"1,341,431,433",~SOK,"299,409,669","14,017,919","320,598,005","218,987,577","533,731",56,4,0
742,#DRK,384361909,26472189,6.89%,275715591,616250,295257860,9,25145842,"2,186,560,546",0,0,0,0,0,0,0,0,0,0,0,0,1,287,"7,472,126",604,"3,620,133",175,7,39,271,"1,433,057,239",#DRK,"1,433,057,239",#DRK,"384,361,909","26,472,189","275,715,591","295,257,860","616,250",70,5,0
743,TBX,390633383,23284526,5.96%,314848905,343530,251413912,13,23034629,"2,370,379,247",0,0,0,0,0,0,0,0,0,0,0,0,0,328,"7,117,810",603,"3,930,977",216,13,45,326,"1,059,552,660",TBX,"1,059,552,660",TBX,"390,633,383","23,284,526","314,848,905","251,413,912","343,530",81,5,1
744,-EF-,271764721,16223561,5.97%,182073589,140249,128822189,8,23213238,"1,927,326,170",0,0,0,0,0,0,0,0,0,0,0,0,0,270,"7,020,169",543,"3,549,404",168,8,46,283,"1,467,388,531",-EF-,"1,467,388,531",-EF-,"271,764,721","16,223,561","182,073,589","128,822,189","140,249",61,2,1
745,RdRu,534732713,33795755,6.32%,491670732,1087529,375864378,15,21255033,"2,726,879,536",0,0,0,0,0,0,0,0,0,0,0,0,0,365,"7,374,913",605,"4,507,239",220,13,50,372,"1,998,324,223",RdRu,"1,998,324,223",RdRu,"534,732,713","33,795,755","491,670,732","375,864,378","1,087,529",89,9,0
746,STOA,435749246,27963430,6.42%,388663676,1160640,301707227,12,22354864,"2,517,855,202",0,0,0,0,0,0,0,0,0,0,0,0,0,370,"6,653,342",602,"4,182,484",204,11,53,361,"1,811,000,582",STOA,"1,811,000,582",STOA,"435,749,246","27,963,430","388,663,676","301,707,227","1,160,640",69,5,1
747,WO -,318843036,5919285,1.86%,227565111,367617,222464282,9,23910526,"2,413,424,881",0,0,0,0,0,0,0,0,0,0,0,0,0,365,"6,499,606",602,"4,009,011",222,9,56,343,"1,464,894,522",WO -,"1,464,894,522",WO -,"318,843,036","5,919,285","227,565,111","222,464,282","367,617",61,4,0
748,NH~,266520432,8543972,3.21%,235112350,209476,184769329,4,31058495,"2,200,535,423",0,0,0,0,0,0,0,0,0,0,0,0,1,346,"6,240,509",605,"3,637,249",194,2,53,320,"1,523,325,020",NH~,"1,523,325,020",NH~,"266,520,432","8,543,972","235,112,350","184,769,329","209,476",50,2,0
749,SR49,321251076,161306,0.05%,129298595,106366,137061463,9,24027153,"2,681,595,245",0,0,0,0,0,0,0,0,0,0,0,0,0,383,"6,858,934",600,"4,469,325",212,7,56,421,"1,724,010,863",SR49,"1,724,010,863",SR49,"321,251,076","161,306","129,298,595","137,061,463","106,366",82,2,1
750,~LMS,275718761,3307767,1.20%,145211458,19140,145206614,6,24632811,"1,993,677,500",0,0,0,0,0,0,0,0,0,0,0,0,0,308,"6,296,426",601,"3,317,267",135,4,56,322,"1,402,221,524",~LMS,"1,402,221,524",~LMS,"275,718,761","3,307,767","145,211,458","145,206,614","19,140",54,2,1
751,OTS~,255774495,1872113,0.73%,157480244,1139468,139311031,9,20808174,"2,225,104,217",0,0,0,0,0,0,0,0,0,0,0,0,0,363,"5,958,023",602,"3,696,186",160,7,56,318,"1,453,902,870",OTS~,"1,453,902,870",OTS~,"255,774,495","1,872,113","157,480,244","139,311,031","1,139,468",52,0,1
752,ACEs,438217281,3238290,0.74%,397253383,670717,254313657,6,36717578,"2,519,640,401",0,0,0,0,0,0,0,0,0,0,0,0,1,370,"6,712,867",601,"4,192,413",197,6,51,364,"1,824,559,316",ACEs,"1,824,559,316",ACEs,"438,217,281","3,238,290","397,253,383","254,313,657","670,717",67,3,1
753,SI~N,247091952,,0.00%,151634323,275506,113695942,9,20215338,"2,350,732,891",0,0,0,0,0,0,0,0,0,0,0,0,0,378,"6,086,656",602,"3,904,872",144,7,53,391,"1,393,170,488",SI~N,"1,393,170,488",SI~N,"247,091,952",,"151,634,323","113,695,942","275,506",51,2,1
754,CO-T,221153994,1897325,0.86%,93842044,289100,89647327,10,20363456,"2,620,456,941",0,0,0,0,0,0,0,0,0,0,0,0,0,424,"6,049,273",605,"4,331,334",186,7,53,420,"1,766,935,072",CO-T,"1,766,935,072",CO-T,"221,153,994","1,897,325","93,842,044","89,647,327","289,100",69,5,0
755,R3L,162635331,2062739,1.27%,100999893,321819,82776998,10,17664020,"2,448,120,484",0,0,0,0,0,0,0,0,0,0,0,0,0,387,"6,123,973",601,"4,073,412",185,4,57,428,"1,641,510,721",R3L,"1,641,510,721",R3L,"162,635,331","2,062,739","100,999,893","82,776,998","321,819",62,3,0
756,PXR,187967636,,0.00%,122830654,571710,91919646,4,24534742,"2,309,291,864",0,0,0,0,0,0,0,0,0,0,0,0,0,399,"5,648,125",600,"3,848,820",170,3,60,379,"1,384,863,278",PXR,"1,384,863,278",PXR,"187,967,636",,"122,830,654","91,919,646","571,710",50,0,1
757,WoV~,216884349,21841808,10.07%,124983891,35814,88209235,9,19410191,"2,742,546,557",0,0,0,0,0,0,0,0,0,0,0,0,0,462,"5,750,204",605,"4,533,135",0,0,70,481,"1,613,719,785",WoV~,"1,613,719,785",WoV~,"216,884,349","21,841,808","124,983,891","88,209,235","35,814",61,3,0
758,SoV,205951112,16684837,8.10%,96829572,264842,89813317,8,18626462,"2,547,836,205",0,0,0,0,0,0,0,0,0,0,0,0,0,450,"5,470,027",601,"4,239,328",0,0,77,438,"1,535,936,335",SoV,"1,535,936,335",SoV,"205,951,112","16,684,837","96,829,572","89,813,317","264,842",41,2,1
759,RosS,176459205,17121796,9.70%,74555619,41028,85695535,13,15566250,"2,604,881,615",0,0,0,0,0,0,0,0,0,0,0,0,0,483,"5,229,294",601,"4,334,246",0,0,67,508,"1,467,281,032",RosS,"1,467,281,032",RosS,"176,459,205","17,121,796","74,555,619","85,695,535","41,028",51,1,0
760,AoV~,235256131,20915609,8.89%,102529315,163844,105433907,11,19964337,"2,736,766,260",0,0,0,0,0,0,0,0,0,0,0,0,0,502,"5,280,084",604,"4,531,070",0,0,69,498,"1,646,180,951",AoV~,"1,646,180,951",AoV~,"235,256,131","20,915,609","102,529,315","105,433,907","163,844",48,1,1
761,K761,127050116,4684505,3.69%,25189373,148759,32976215,8,15251434,"2,368,266,186",0,0,0,0,0,0,0,0,0,0,0,0,0,463,"4,919,004",603,"3,927,473",0,0,73,466,"1,174,892,247",K761,"1,174,892,247",K761,"127,050,116","4,684,505","25,189,373","32,976,215","148,759",33,2,0
762,T-D5,150764184,22593313,14.99%,128422663,344058,104543783,7,19663286,"2,415,510,209",0,0,0,0,0,0,0,0,0,0,0,0,0,459,"5,111,063",609,"3,966,355",0,0,77,445,"1,484,292,470",T-D5,"1,484,292,470",T-D5,"150,764,184","22,593,313","128,422,663","104,543,783","344,058",30,5,0
763,#EW,125136745,8963132,7.16%,37847487,64301,54789278,5,18751690,"2,099,837,076",0,0,0,0,0,0,0,0,0,0,0,0,0,432,"4,597,654",600,"3,499,728",0,0,67,458,"1,083,799,422",#EW,"1,083,799,422",#EW,"125,136,745","8,963,132","37,847,487","54,789,278","64,301",22,2,0
764,'GB',136104419,9056742,6.65%,59155580,270758,38491940,5,24209185,"1,902,224,970",0,0,0,0,0,0,0,0,0,0,0,0,0,397,"4,600,003",600,"3,170,375",0,0,60,410,"1,043,172,138",'GB',"1,043,172,138",'GB',"136,104,419","9,056,742","59,155,580","38,491,940","270,758",20,2,0
765,G:D,70143368,7915317,11.28%,32019076,170384,26902759,3,14582191,"1,893,412,369",0,0,0,0,0,0,0,0,0,0,0,0,0,399,"4,610,334",600,"3,155,687",0,0,58,422,"1,173,342,998",G:D,"1,173,342,998",G:D,"70,143,368","7,915,317","32,019,076","26,902,759","170,384",25,1,0
