KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M
719,-UwU,5918768526,776946264,13.13%,7127260863,54383088,8632891927,177,31262637,13,3,2,2,0,3,0,0,0,0,0,0,"6,957,993,096","4,369,927,861",401,602,"17,293,182","11,558,128",5,308,165,19,312,-UwU,"5,918,768,526","776,946,264","7,127,260,863","8,632,891,927","54,383,088",49,141,21
720,,355445408,18383529,5.17%,173822287,1958176,371874734,10,23889480,0,0,0,0,0,0,0,0,0,0,0,0,"814,195,326",,98,601,"8,016,117","1,354,734",0,53,9,31,122,,"355,445,408","18,383,529","173,822,287","371,874,734","1,958,176",19,9,0
721,OT21,2828720607,253499815,8.96%,2338585859,14200420,3492658027,71,25925444,5,0,0,0,0,0,0,0,0,0,0,0,"3,691,584,229","2,590,718,849",257,602,"14,267,557","6,132,200",0,175,65,25,232,OT21,"2,828,720,607","253,499,815","2,338,585,859","3,492,658,027","14,200,420",64,83,3
722,,295272563,29998871,10.16%,392957642,3564177,455935490,6,25852053,1,0,0,0,0,0,0,0,0,0,0,0,"898,137,781",,130,602,"6,741,776","1,491,923",0,47,6,33,104,,"295,272,563","29,998,871","392,957,642","455,935,490","3,564,177",22,8,0
723,,280852855,1223676,0.44%,80590339,922652,228492030,3,22049478,0,0,0,0,0,0,0,0,0,0,0,0,"932,473,777",,140,603,"6,511,046","1,546,391",0,65,3,29,119,,"280,852,855","1,223,676","80,590,339","228,492,030","922,652",30,4,0
724,,287856025,308661,0.11%,78429768,1369726,160506696,6,23737893,0,0,0,0,0,0,0,0,0,0,0,0,"665,536,071",,79,603,"7,979,843","1,103,708",0,9,1,29,99,,"287,856,025","308,661","78,429,768","160,506,696","1,369,726",20,5,0
725,OLN,1017804594,39706533,3.90%,1131851683,3641947,1292224355,22,25478405,1,0,0,0,0,0,0,0,0,0,0,0,"2,245,417,229","1,441,790,161",241,605,"9,245,987","3,711,433",0,102,16,27,204,OLN,"1,017,804,594","39,706,533","1,131,851,683","1,292,224,355","3,641,947",71,21,0
726,,284558527,944708,0.33%,63550621,531626,187305451,4,25320460,0,0,0,0,0,0,0,0,0,0,0,0,"858,321,950",,98,604,"8,611,885","1,421,063",0,46,4,18,106,,"284,558,527","944,708","63,550,621","187,305,451","531,626",30,4,0
727,ETD,5414870945,398084575,7.35%,6679339057,17527508,7215417919,159,29094538,1,0,0,0,0,2,1,0,0,0,0,0,"6,611,737,651","3,621,606,819",416,606,"15,831,469","10,910,458",7,295,152,35,365,"ETD,ETO","5,414,870,945","398,084,575","6,679,339,057","7,215,417,919","17,527,508",58,159,6
728,Q_o,3093758290,90362582,2.92%,1434695771,13543739,2491887062,61,24729536,0,0,0,0,0,1,0,0,0,0,0,0,"4,929,346,912","3,084,102,795",376,602,"13,033,815","8,188,284",1,99,24,31,315,Q_o,"3,093,758,290","90,362,582","1,434,695,771","2,491,887,062","13,543,739",173,58,1
729,,387632235,800228,0.21%,98995692,377594,169725348,5,31309093,0,0,0,0,0,1,0,0,0,0,0,0,"1,258,587,230",,146,602,"8,494,328","2,090,676",1,30,2,29,132,,"387,632,235","800,228","98,995,692","169,725,348","377,594",45,3,0
730,,16714026,,0.00%,5065869,66651,6510505,1,16714026,0,0,0,0,0,0,0,0,0,0,0,0,"316,161,575",,62,603,"4,711,879","524,314",0,8,1,26,76,,"16,714,026",,"5,065,869","6,510,505","66,651",3,0,0
731,,154210391,448622,0.29%,49666584,558605,160462710,2,19971404,0,0,0,0,0,0,0,0,0,0,0,0,"703,694,811",,93,606,"7,319,749","1,161,213",0,35,0,26,104,,"154,210,391","448,622","49,666,584","160,462,710","558,605",26,1,0
732,,280876103,1123278,0.40%,44037234,1410560,139802474,4,21355143,0,0,0,0,0,0,0,0,0,0,0,0,"911,376,582",,113,605,"7,908,717","1,506,408",0,42,3,40,131,,"280,876,103","1,123,278","44,037,234","139,802,474","1,410,560",31,5,0
733,FML-,470315245,1005476,0.21%,72267268,670980,226819874,9,20540151,0,0,0,0,0,0,0,0,0,0,0,0,"1,526,373,857","1,155,771,805",169,604,"8,871,472","2,527,109",0,87,8,25,161,FML-,"470,315,245","1,005,476","72,267,268","226,819,874","670,980",60,8,0
734,HIO,4990509302,407492111,8.17%,4753430668,10994203,6151283127,122,26820891,2,0,0,0,0,1,0,0,0,0,0,0,"6,128,854,237","4,413,688,975",435,600,"14,002,497","10,214,757",2,335,115,37,441,HIO,"4,990,509,302","407,492,111","4,753,430,668","6,151,283,127","10,994,203",103,137,1
735,-SUN,4987005900,284240785,5.70%,4790094887,14381316,6068679890,128,25658657,0,0,0,0,0,0,0,0,0,0,0,0,"6,379,398,755","4,117,870,709",444,603,"14,313,946","10,579,434",1,301,112,38,414,-SUN,"4,987,005,900","284,240,785","4,790,094,887","6,068,679,890","14,381,316",127,135,2
736,-KS~,666676756,37329801,5.60%,432127397,2741868,691387081,20,23232170,0,0,0,0,0,0,0,0,0,0,0,0,"1,473,138,876","1,117,802,080",143,603,"10,088,848","2,443,016",0,67,14,28,154,-KS~,"666,676,756","37,329,801","432,127,397","691,387,081","2,741,868",46,14,0
737,,104521553,,0.00%,89371090,802994,89285438,1,41523452,0,0,0,0,0,0,0,0,0,0,0,0,"742,167,834",,96,602,"7,421,288","1,232,837",0,14,1,26,108,,"104,521,553",,"89,371,090","89,285,438","802,994",24,0,1
738,,304225391,431534,0.14%,71926784,573828,145786795,4,19331895,0,0,0,0,0,0,0,0,0,0,0,0,"1,153,390,650",,143,601,"7,941,527","1,919,119",0,45,1,27,117,,"304,225,391","431,534","71,926,784","145,786,795","573,828",44,2,0
739,-CV,3739385896,34529100,0.92%,3547448957,17064747,4349458938,82,28515231,0,0,0,0,0,0,0,0,0,0,0,0,"5,004,379,871","3,837,805,632",403,605,"12,349,050","8,271,702",4,258,75,29,385,-CV,"3,739,385,896","34,529,100","3,547,448,957","4,349,458,938","17,064,747",90,94,5
740,#TDE,3958684132,30219839,0.76%,4363564129,12094629,4548537543,99,28684592,0,0,0,0,0,3,1,0,0,0,0,0,"5,060,822,205","4,112,494,384",353,602,"14,234,936","8,406,681",7,262,94,37,357,#TDE,"3,958,684,132","30,219,839","4,363,564,129","4,548,537,543","12,094,629",78,102,2
741,,124856789,,0.00%,66738964,51987,71076365,5,21662880,0,0,0,0,0,0,0,0,0,0,0,0,"607,391,062",,89,603,"6,606,642","1,007,282",0,10,0,26,85,,"124,856,789",,"66,738,964","71,076,365","51,987",14,4,0
742,,69386985,290135,0.42%,58927452,232180,68015119,3,23128995,0,0,0,0,0,0,0,0,0,0,0,0,"561,425,817",,75,600,"7,207,360","935,710",0,6,1,21,66,,"69,386,985","290,135","58,927,452","68,015,119","232,180",18,2,0
743,TBX,2033477915,9247994,0.45%,1438769776,5091242,1998808980,35,24015190,0,0,0,0,0,0,0,0,0,0,0,0,"4,134,444,683","2,607,578,327",364,609,"11,297,078","6,788,908",0,256,31,36,346,TBX,"2,033,477,915","9,247,994","1,438,769,776","1,998,808,980","5,091,242",168,34,2
744,,123156695,,0.00%,76899429,49020,104863202,3,19125568,0,0,0,0,0,0,0,0,0,0,0,0,"638,781,053",,91,603,"6,786,170","1,059,338",0,16,0,34,92,,"123,156,695",,"76,899,429","104,863,202","49,020",21,1,0
745,EQua,1354676254,8725878,0.64%,879990460,3327720,1192436078,21,22352885,0,0,0,0,0,0,0,0,0,0,0,0,"3,229,829,794","2,375,182,313",300,602,"10,694,745","5,365,166",0,184,13,35,287,EQua,"1,354,676,254","8,725,878","879,990,460","1,192,436,078","3,327,720",137,19,1
746,EQUA,3650102463,20698710,0.57%,3809667782,10984001,4151426538,88,25825156,0,0,0,0,0,0,0,0,0,0,0,0,"4,625,346,677","3,861,380,085",334,603,"13,736,860","7,670,558",2,205,72,34,319,EQUA,"3,650,102,463","20,698,710","3,809,667,782","4,151,426,538","10,984,001",90,93,3
747,WO -,1868312786,14687305,0.79%,1469832875,4536655,1867290729,31,25035053,0,0,0,0,0,0,0,0,0,0,0,0,"3,309,630,288","2,315,487,117",292,603,"11,271,524","5,488,607",0,168,28,36,257,WO -,"1,868,312,786","14,687,305","1,469,832,875","1,867,290,729","4,536,655",127,31,1
748,,110021598,,0.00%,76986785,199728,61469684,3,19149694,0,0,0,0,0,0,0,0,0,0,0,0,"724,052,847",,114,601,"6,137,130","1,204,747",0,13,0,36,115,,"110,021,598",,"76,986,785","61,469,684","199,728",21,1,0
749,,3762556254,619816193,16.47%,3530531225,13915804,3821700702,90,29242006,14,1,0,0,0,4,2,0,0,0,0,0,"5,152,438,368","4,173,423,202",359,602,"14,245,742","8,558,868",7,0,0,41,383,,"3,762,556,254","619,816,193","3,530,531,225","3,821,700,702","13,915,804",120,74,3
750,~LMS,276506261,22956410,8.30%,116312177,933455,267520246,2,18141464,1,0,0,0,0,0,0,0,0,0,0,0,"1,627,291,245","1,234,449,984",205,601,"7,807,534","2,707,639",0,0,0,37,213,~LMS,"276,506,261","22,956,410","116,312,177","267,520,246","933,455",70,2,0
751,,178323248,11194191,6.28%,97357142,250024,133769280,9,17563416,0,0,0,0,0,0,0,0,0,0,0,0,"989,221,807",,153,607,"6,286,117","1,629,690",0,0,0,33,103,,"178,323,248","11,194,191","97,357,142","133,769,280","250,024",31,0,0
752,,230544584,37726810,16.36%,334950981,2648491,262359384,8,22435968,1,0,0,0,0,0,0,0,0,0,0,0,"1,065,094,896",,133,602,"7,873,567","1,769,261",0,0,0,34,139,,"230,544,584","37,726,810","334,950,981","262,359,384","2,648,491",39,5,0
753,,217925890,28806182,13.22%,199081312,885710,210036574,8,18411732,0,0,0,0,0,0,0,0,0,0,0,0,"1,068,984,237",,143,606,"7,283,136","1,764,000",0,0,0,36,138,,"217,925,890","28,806,182","199,081,312","210,036,574","885,710",32,4,0
754,CO-T,2952214737,673283259,22.81%,3202280930,13793378,3737839541,55,24515594,18,2,0,0,0,0,0,0,0,0,0,0,"4,544,987,545","3,409,868,260",386,602,"11,664,930","7,549,813",0,0,0,33,386,CO-T,"2,952,214,737","673,283,259","3,202,280,930","3,737,839,541","13,793,378",153,51,3
755,,286793785,23951729,8.35%,189431057,840836,232728463,4,19143893,0,0,0,0,0,0,0,0,0,0,0,0,"1,186,266,350",,161,605,"7,114,248","1,960,771",0,0,0,43,189,,"286,793,785","23,951,729","189,431,057","232,728,463","840,836",39,3,0
756,,168857714,11530380,6.83%,82132447,531851,128898009,2,16568843,0,0,0,0,0,0,0,0,0,0,0,0,"1,109,264,181",,162,604,"6,677,688","1,836,530",0,0,0,38,152,,"168,857,714","11,530,380","82,132,447","128,898,009","531,851",35,0,0
757,WoV~,570893892,86616155,15.17%,588756942,855067,730759236,7,20661226,2,0,0,0,0,0,0,0,0,0,0,0,"1,885,856,905","1,152,018,541",228,601,"8,114,539","3,137,865",0,0,0,44,228,WoV~,"570,893,892","86,616,155","588,756,942","730,759,236","855,067",69,5,0
758,,285573707,46300478,16.21%,328276084,729219,276667265,10,19963333,1,0,0,0,0,0,0,0,0,0,0,0,"1,363,208,488",,174,604,"7,596,588","2,256,968",0,0,0,46,175,,"285,573,707","46,300,478","328,276,084","276,667,265","729,219",47,4,0
759,RosS,1975035017,326683834,16.54%,1835301480,4064208,2356201914,37,23775473,7,0,0,0,0,0,0,0,0,0,0,0,"4,321,481,093","3,010,148,350",405,605,"10,587,971","7,142,944",0,0,0,48,397,RosS,"1,975,035,017","326,683,834","1,835,301,480","2,356,201,914","4,064,208",178,30,3
760,ZoD~,3531311930,734157663,20.79%,4277133471,10334079,4076801418,83,26857095,24,2,0,0,0,2,0,0,0,0,0,0,"5,147,260,639","3,864,008,166",443,609,"11,533,939","8,451,988",5,0,0,51,429,ZoD~,"3,531,311,930","734,157,663","4,277,133,471","4,076,801,418","10,334,079",127,75,2
761,K761,735324048,105008950,14.28%,554913680,4036211,709106918,16,23941551,1,0,0,0,0,0,0,0,0,0,0,0,"2,357,772,657","1,376,943,864",286,606,"8,153,665","3,890,714",0,166,14,50,266,K761,"735,324,048","105,008,950","554,913,680","709,106,918","4,036,211",84,9,1
762,TD-5,941931500,174037075,18.48%,1196823954,3378312,1154116499,18,26697016,3,1,0,0,0,1,0,0,0,0,0,0,"2,585,660,743","1,940,383,693",281,603,"9,106,825","4,287,995",1,183,18,38,255,TD-5,"941,931,500","174,037,075","1,196,823,954","1,154,116,499","3,378,312",95,12,1
763,#EW,651720571,71546616,10.98%,491833254,1136433,650174072,13,25015645,0,0,0,0,0,0,0,0,0,0,0,0,"2,198,217,581","1,662,080,961",262,600,"8,258,915","3,663,696",1,175,12,47,264,#EW,"651,720,571","71,546,616","491,833,254","650,174,072","1,136,433",71,9,0
764,'GB',699795064,75578467,10.80%,571037139,3220906,574668665,15,25446122,1,0,0,0,0,0,0,0,0,0,0,0,"2,104,671,989","1,406,550,341",230,600,"9,051,160","3,507,787",1,171,14,36,230,'GB',"699,795,064","75,578,467","571,037,139","574,668,665","3,220,906",71,16,0
765,G:D,813804889,111156360,13.66%,565045219,2865096,785803253,17,23346943,0,0,0,0,0,0,0,0,0,0,0,0,"2,079,993,821","1,560,211,439",225,600,"9,093,043","3,466,656",0,162,16,38,231,G:D,"813,804,889","111,156,360","565,045,219","785,803,253","2,865,096",80,11,1
766,CTL,845229252,104496680,12.36%,654947130,1591324,722654999,6,33244052,2,0,0,0,0,0,0,0,0,0,0,0,"2,403,220,026","2,001,349,269",258,600,"9,218,024","4,005,367",1,172,6,38,277,CTL,"845,229,252","104,496,680","654,947,130","722,654,999","1,591,324",91,11,0
767,EOS!,511645544,68294116,13.35%,418927726,1574160,470667375,15,22572404,0,0,0,0,0,0,0,0,0,0,0,0,"2,104,055,829","1,471,562,974",277,600,"7,495,351","3,506,760",0,170,15,47,274,EOS!,"511,645,544","68,294,116","418,927,726","470,667,375","1,574,160",68,9,0
768,-MT,573811200,82479296,14.37%,523102427,1920443,460030825,18,23605835,2,0,0,0,0,0,0,0,0,0,0,0,"1,903,430,948","1,388,022,335",233,600,"8,073,313","3,172,385",0,143,16,47,256,-MT,"573,811,200","82,479,296","523,102,427","460,030,825","1,920,443",54,11,0
769,69DS,652999382,37429041,5.73%,333497759,761868,428376902,13,25946253,0,0,0,0,0,0,0,0,0,0,0,0,"2,158,110,066","1,824,450,023",249,600,"8,534,998","3,596,850",1,171,13,45,270,69DS,"652,999,382","37,429,041","333,497,759","428,376,902","761,868",76,10,0
770,,263709865,9973173,3.78%,140865875,371622,166617740,6,22327224,0,0,0,0,0,0,0,0,0,0,0,0,"793,196,089",,105,600,"7,415,949","1,321,993",0,64,6,19,90,,"263,709,865","9,973,173","140,865,875","166,617,740","371,622",17,5,0
771,,81160179,879878,1.08%,7580413,185783,16745388,3,21322359,0,0,0,0,0,0,0,0,0,0,0,0,"443,152,345",,67,600,"6,478,367","738,587",0,40,3,20,72,,"81,160,179","879,878","7,580,413","16,745,388","185,783",14,1,0
772,,93016908,550573,0.59%,30387650,48188,72737076,2,20643530,0,0,0,0,0,0,0,0,0,0,0,0,"650,373,651",,91,599,"6,987,494","1,085,766",0,57,2,19,82,,"93,016,908","550,573","30,387,650","72,737,076","48,188",20,1,0
773,,116994004,11126099,9.51%,63025003,195696,92850760,2,24661906,0,0,0,0,0,0,0,0,0,0,0,0,"671,919,038",,98,600,"6,801,459","1,119,865",0,57,2,15,75,,"116,994,004","11,126,099","63,025,003","92,850,760","195,696",21,2,0
774,,236517292,15008970,6.35%,107606898,896437,133125834,7,21717501,0,0,0,0,0,0,0,0,0,0,0,0,"746,137,406",,92,600,"7,994,147","1,243,562",0,60,7,17,87,,"236,517,292","15,008,970","107,606,898","133,125,834","896,437",25,4,0
775,K//H,403234306,40601824,10.07%,288503124,1070147,301864540,14,22302293,1,0,0,0,0,0,0,0,0,0,0,0,"1,695,055,327","1,338,480,925",214,600,"7,816,763","2,825,092",0,131,12,28,207,K//H,"403,234,306","40,601,824","288,503,124","301,864,540","1,070,147",57,7,1
776,GNT,664662870,41083855,6.18%,345684785,1000843,404655916,11,28545010,0,0,0,0,0,0,0,0,0,0,0,0,"2,707,701,274","1,983,187,514",338,550,"7,911,566","4,923,093",1,229,9,51,334,GNT,"664,662,870","41,083,855","345,684,785","404,655,916","1,000,843",93,5,1
777,LNDR,1958154152,91877218,4.69%,652529665,4120858,1021982046,35,25553575,0,0,0,0,0,1,0,0,0,0,0,0,"5,059,162,496","2,875,678,231",595,600,"8,484,741","8,431,937",1,402,32,39,513,LNDR,"1,958,154,152","91,877,218","652,529,665","1,021,982,046","4,120,858",176,22,4
778,ZN:B,1251554169,104664445,8.36%,703200257,2372587,842633203,29,22935344,0,0,0,0,0,0,0,0,0,0,0,0,"3,322,679,681","2,560,412,606",410,600,"7,979,084","5,537,799",1,285,28,52,415,ZN:B,"1,251,554,169","104,664,445","703,200,257","842,633,203","2,372,587",117,18,0
779,~TOR,550091765,29018862,5.28%,274664265,1029665,302394921,14,21048669,0,0,0,0,0,0,0,0,0,0,0,0,"2,339,319,230","1,438,908,730",317,555,"7,286,979","4,214,990",0,191,11,50,294,~TOR,"550,091,765","29,018,862","274,664,265","302,394,921","1,029,665",72,6,0
780,SW-,537607356,17170914,3.19%,215981950,909738,261519859,15,20393939,0,0,0,0,0,0,0,0,0,0,0,0,"2,383,916,740","1,563,260,272",328,582,"7,142,293","4,096,077",0,207,15,51,345,SW-,"537,607,356","17,170,914","215,981,950","261,519,859","909,738",68,8,0
781,IO-A,843571647,33145265,3.93%,479516489,1367801,484967247,21,24276811,0,0,0,0,0,0,0,0,0,0,0,0,"3,167,905,525","1,810,892,187",399,600,"7,838,116","5,279,843",1,248,21,58,372,IO-A,"843,571,647","33,145,265","479,516,489","484,967,247","1,367,801",94,11,0
782,-CRD,619505301,38470998,6.21%,264107511,619895,329673911,20,22583769,0,0,0,0,0,0,0,0,0,0,0,0,"2,451,063,927","1,579,812,761",342,576,"7,078,194","4,255,319",0,209,16,48,322,-CRD,"619,505,301","38,470,998","264,107,511","329,673,911","619,895",77,10,1
783,"""DK",469501984,42974270,9.15%,426214170,696758,402854559,12,20503088,0,0,0,0,0,0,0,0,0,0,0,0,"2,157,162,161","1,794,959,803",288,600,"7,396,579","3,595,270",0,178,12,44,307,"""DK","469,501,984","42,974,270","426,214,170","402,854,559","696,758",65,7,0
784,Rezz,348540959,17735715,5.09%,180962069,1157572,240894229,11,22214650,0,0,0,0,0,0,0,0,0,0,0,0,"2,172,968,131","1,464,010,720",333,576,"6,367,219","3,772,514",0,190,11,54,341,Rezz,"348,540,959","17,735,715","180,962,069","240,894,229","1,157,572",58,7,0
785,GSY-,402416437,,0.00%,132983024,481948,177614547,13,22711306,0,0,0,0,0,0,0,0,0,0,0,0,"2,661,601,941","1,424,417,485",372,600,"7,050,641","4,436,003",0,190,12,42,374,GSY-,"402,416,437",,"132,983,024","177,614,547","481,948",74,8,0
786,Ap3X,506064218,637807,0.13%,228869054,1152362,236629495,11,20352062,0,0,0,0,0,0,0,0,0,0,0,0,"2,309,619,253","1,506,674,357",335,570,"6,782,770","4,051,964",0,150,10,50,323,Ap3X,"506,064,218","637,807","228,869,054","236,629,495","1,152,362",69,5,1
787,787A,587093283,,0.00%,300811657,973500,280212215,19,24550238,0,0,0,0,0,1,0,0,0,0,0,0,"2,687,036,959","2,027,407,882",370,600,"7,148,463","4,478,395",1,176,16,54,373,787A,"587,093,283",,"300,811,657","280,212,215","973,500",77,9,1
788,-VH~,434656787,,0.00%,73421702,586120,147622647,13,21058953,0,0,0,0,0,0,0,0,0,0,0,0,"2,353,904,663","1,606,519,075",343,600,"6,691,673","3,923,174",0,164,13,49,348,-VH~,"434,656,787",,"73,421,702","147,622,647","586,120",64,7,1
789,S&L,484300426,32787698,6.77%,136328925,1463647,172541517,14,22125678,0,0,0,0,0,0,0,0,0,0,0,0,"2,641,230,989","1,368,721,251",413,600,"6,260,706","4,402,052",0,0,0,64,393,S&L,"484,300,426","32,787,698","136,328,925","172,541,517","1,463,647",70,9,1
790,TR0N,287346557,12335855,4.29%,48838574,652535,102650758,10,19424184,0,0,0,0,0,0,0,0,0,0,0,0,"2,529,588,167","1,627,177,564",408,600,"6,072,892","4,215,980",0,0,0,55,414,TR0N,"287,346,557","12,335,855","48,838,574","102,650,758","652,535",63,3,0
791,N-K,189995498,13511551,7.11%,53786193,406943,63201552,6,18517213,0,0,0,0,0,0,0,0,0,0,0,0,"2,074,342,800","1,384,686,874",341,587,"5,935,263","3,533,804",0,0,0,57,394,N-K,"189,995,498","13,511,551","53,786,193","63,201,552","406,943",39,2,0
792,FMLY,279471675,10483869,3.75%,39943484,254407,56484693,8,24775981,0,0,0,0,0,0,0,0,0,0,0,0,"2,070,612,587","1,330,063,960",326,538,"6,194,583","3,848,722",1,0,0,47,329,FMLY,"279,471,675","10,483,869","39,943,484","56,484,693","254,407",46,1,0
793,ETW-,307577913,17336893,5.64%,61612951,517100,108589732,11,18835784,0,0,0,0,0,0,0,0,0,0,0,0,"2,154,388,866","1,508,581,251",358,600,"5,842,965","3,590,648",0,0,0,58,387,ETW-,"307,577,913","17,336,893","61,612,951","108,589,732","517,100",48,4,0
794,,79027225,5364582,6.79%,17828688,4087,27860471,3,20614924,0,0,0,0,0,0,0,0,0,0,0,0,"1,337,534,581",,238,600,"5,421,055","2,229,224",0,0,0,42,258,,"79,027,225","5,364,582","17,828,688","27,860,471","4,087",24,1,0
795,,80241327,387144,0.48%,2886551,34552,14036654,4,19811833,0,0,0,0,0,0,0,0,0,0,0,0,"1,311,405,460",,247,600,"5,104,602","2,185,676",0,0,0,53,301,,"80,241,327","387,144","2,886,551","14,036,654","34,552",20,1,0
796,'BD',125911890,13962798,11.09%,58973088,109577,34393215,6,19661128,1,0,0,0,0,0,0,0,0,0,0,0,"1,758,719,281","1,172,507,996",325,600,"5,231,270","2,931,199",0,0,0,59,329,'BD',"125,911,890","13,962,798","58,973,088","34,393,215","109,577",33,3,0
797,ABND,122772460,17361445,14.14%,76903334,580999,48774344,7,19648475,0,0,0,0,0,0,0,0,0,0,0,0,"1,812,105,644","1,248,153,085",336,600,"5,193,943","3,020,176",0,0,0,56,342,ABND,"122,772,460","17,361,445","76,903,334","48,774,344","580,999",27,3,0
798,PLST,131000590,18780678,14.34%,90733888,168373,80695509,3,26050181,0,0,0,0,0,0,0,0,0,0,0,0,"1,427,027,980","1,047,875,812",277,600,"4,950,837","2,378,380",0,0,0,49,311,PLST,"131,000,590","18,780,678","90,733,888","80,695,509","168,373",17,2,0
799,UZ:S,262515146,9372480,3.57%,38906872,6170,51528432,9,25035558,0,0,0,0,0,0,0,0,0,0,0,0,"1,916,363,626","1,317,743,322",337,600,"5,480,987","3,193,939",0,0,0,56,395,UZ:S,"262,515,146","9,372,480","38,906,872","51,528,432","6,170",31,4,1
800,,55217626,599773,1.09%,6031840,60443,4159581,1,23765432,0,0,0,0,0,0,0,0,0,0,0,0,"1,182,509,966",,264,600,"4,256,220","1,970,850",0,0,0,60,307,,"55,217,626","599,773","6,031,840","4,159,581","60,443",9,1,0
801,CiB!,247865867,14905717,6.01%,63967599,18265,81604033,9,24524447,0,0,0,0,0,0,0,0,0,0,0,0,"2,331,396,908","1,536,643,995",471,600,"4,783,031","3,885,662",0,0,0,57,519,CiB!,"247,865,867","14,905,717","63,967,599","81,604,033","18,265",44,5,1
802,,60041027,2975928,4.96%,13579665,170939,16177777,3,24741676,0,0,0,0,0,0,0,0,0,0,0,0,"1,309,256,557",,291,600,"4,242,853","2,182,094",0,0,0,58,349,,"60,041,027","2,975,928","13,579,665","16,177,777","170,939",9,2,0
803,B803,96958270,6262408,6.46%,32446152,104382,27838718,4,24239568,0,0,0,0,0,0,0,0,0,0,0,0,"1,726,865,683","1,123,336,666",353,600,"4,639,592","2,878,109",0,0,0,63,419,B803,"96,958,270","6,262,408","32,446,152","27,838,718","104,382",18,1,1
804,IM-S,134391862,5450003,4.06%,30483470,30770,32622850,4,22394944,0,0,0,0,0,0,0,0,0,0,0,0,"1,751,203,638","1,133,793,440",371,600,"4,537,033","2,918,673",0,0,0,64,397,IM-S,"134,391,862","5,450,003","30,483,470","32,622,850","30,770",16,0,1
805,W~~D,107638786,13294415,12.35%,89365378,228704,46686901,3,24554529,0,0,0,0,0,0,0,0,0,0,0,0,"1,908,609,116","1,177,495,180",389,600,"4,676,606","3,181,015",0,0,0,63,448,W~~D,"107,638,786","13,294,415","89,365,378","46,686,901","228,704",15,3,0
806,,63578970,582104,0.92%,2779852,40874,5399210,3,21192990,0,0,0,0,0,0,0,0,0,0,0,0,"1,658,772,492",,361,600,"4,301,591","2,764,621",0,0,0,64,406,,"63,578,970","582,104","2,779,852","5,399,210","40,874",14,2,0
